"No.","Time","Source","Destination","Protocol","Length","Info"
"1907","203.999358","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=438655 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1908","203.999366","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=440115 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1909","203.999437","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=441575 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1910","203.999451","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=438655 Win=65535 Len=0"
"1911","203.999710","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=443035 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1912","203.999731","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=443035 Win=65535 Len=0"
"1913","204.000013","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=444495 Win=65535 Len=0"
"1914","204.009369","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=444495 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1915","204.009447","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=445955 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1916","204.009519","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=447415 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1917","204.009732","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=448875 Win=65535 Len=0"
"1918","204.011447","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=448875 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1919","204.011453","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=450335 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1920","204.011455","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=451795 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1921","204.011456","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=453255 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1922","204.011765","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=454715 Win=65535 Len=0"
"1923","204.011770","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=454715 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1924","204.011816","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=456175 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1925","204.011823","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=457635 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1926","204.011825","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=459095 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1927","204.011828","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=460555 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1928","204.011831","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=462015 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1929","204.011834","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=463475 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1930","204.011838","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=464935 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1931","204.012049","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=466395 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1932","204.012054","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=467855 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1933","204.012056","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=469315 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1934","204.012081","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=470775 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1935","204.012096","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=472235 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1936","204.012124","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=473695 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1937","204.012129","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=475155 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1938","204.012131","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=476615 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1939","204.012146","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=478075 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1940","204.012151","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=479535 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1941","204.012153","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=480995 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1942","204.012287","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=482455 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1943","204.012291","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=483915 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1944","204.012340","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=485375 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1945","204.012485","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=486835 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1946","204.012489","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=488295 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1947","204.012882","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=489755 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1948","204.012887","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=491215 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1949","204.012888","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=492675 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1950","204.012890","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=494135 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1951","204.013487","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=495595 Win=65535 Len=0"
"1952","204.020258","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=495595 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1953","204.020356","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=497055 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1954","204.020388","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=498515 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1955","204.020494","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=497055 Win=65535 Len=0"
"1956","204.020570","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=499975 Win=65535 Len=0"
"1957","204.020608","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=499975 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1958","204.020613","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=501435 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1959","204.020750","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=502895 Win=65535 Len=0"
"1960","204.020907","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=502895 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1961","204.020909","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=504355 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1962","204.020989","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=505815 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1963","204.021058","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=505815 Win=65535 Len=0"
"1964","204.021132","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=507275 Win=65535 Len=0"
"1965","204.021166","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=507275 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1966","204.021176","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=508735 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1967","204.021217","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=510195 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1968","204.021409","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=511655 Win=65535 Len=0"
"1969","204.021417","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=511655 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1970","204.021444","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=513115 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1971","204.021531","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=514575 Win=65535 Len=0"
"1972","204.021555","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=514575 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1973","204.021644","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=516035 Win=65535 Len=0"
"1974","204.021685","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=516035 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1975","204.021783","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=517495 Win=65535 Len=0"
"1976","204.021904","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=517495 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1977","204.021907","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=518955 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1978","204.021988","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=520415 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1979","204.022039","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=520415 Win=65535 Len=0"
"1980","204.022111","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=521875 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1981","204.022136","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=521875 Win=65535 Len=0"
"1982","204.022216","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=523335 Win=65535 Len=0"
"1983","204.022327","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=523335 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1984","204.022330","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=524795 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1985","204.022446","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=526255 Win=65535 Len=0"
"1986","204.022543","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=526255 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1987","204.022545","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=527715 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1988","204.022661","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=529175 Win=65535 Len=0"
"1989","204.022830","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=529175 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1990","204.022832","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=530635 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1991","204.022888","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=532095 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1992","204.023027","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=533555 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1993","204.023039","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=533555 Win=65535 Len=0"
"1994","204.023124","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=535015 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1995","204.023144","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=535015 Win=65535 Len=0"
"1996","204.023222","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=536475 Win=65535 Len=0"
"1997","204.023236","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=536475 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1998","204.023304","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=537935 Win=65535 Len=0"
"1999","204.023321","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=537935 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2000","204.023381","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=539395 Win=65535 Len=0"
"2001","204.023450","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=539395 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2002","204.023550","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=540855 Win=65535 Len=0"
"2003","204.023550","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=540855 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2004","204.023670","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=542315 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2005","204.023672","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=542315 Win=65535 Len=0"
"2006","204.023673","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=543775 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2007","204.023810","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=545235 Win=65535 Len=0"
"2008","204.024053","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=545235 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2009","204.024056","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=546695 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2010","204.024057","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=548155 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2011","204.024081","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=549615 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2012","204.024241","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=551075 Win=65535 Len=0"
"2013","204.024318","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=551075 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2014","204.024320","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=552535 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2015","204.024437","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=553995 Win=65535 Len=0"
"2016","204.024651","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=553995 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2017","204.024654","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=555455 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2018","204.024799","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=556915 Win=65535 Len=0"
"2019","204.027885","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=556915 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2020","204.028035","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=558375 Win=65535 Len=0"
"2021","204.028100","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=558375 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2022","204.028102","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=559835 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2023","204.028249","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=561295 Win=65535 Len=0"
"2024","204.028314","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=561295 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2025","204.028317","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=562755 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2026","204.028321","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=564215 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2027","204.028520","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=565675 Win=65535 Len=0"
"2028","204.029444","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=565675 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2029","204.029448","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=567135 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2030","204.029449","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=568595 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2031","204.029455","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=570055 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2032","204.029458","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=571515 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2033","204.029460","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=572975 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2034","204.029461","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=574435 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2035","204.029463","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=575895 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2036","204.029468","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=577355 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2037","204.029469","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=578815 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2038","204.029827","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=580275 Win=65535 Len=0"
"2039","204.116957","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=580275 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2040","204.116964","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=581735 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2041","204.117333","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=583195 Win=65535 Len=0"
"2042","204.119854","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=583195 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2043","204.119862","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=584655 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2044","204.119960","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=586115 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2045","204.120216","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=587575 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2046","204.120223","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=589035 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2047","204.120317","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=587575 Win=65535 Len=0"
"2048","204.120341","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=590495 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2049","204.120584","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=591955 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2050","204.120592","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=591955 Win=65535 Len=0"
"2051","204.120723","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=593415 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2052","204.120895","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=594875 Win=65535 Len=0"
"2053","204.129181","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=594875 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2054","204.129254","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=596335 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2055","204.129391","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=597795 Win=65535 Len=0"
"2056","204.129538","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=597795 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2057","204.129673","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=599255 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2058","204.129676","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=600715 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2059","204.129711","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=599255 Win=65535 Len=0"
"2060","204.129830","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=602175 Win=65535 Len=0"
"2061","204.130844","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=602175 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2062","204.130846","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=603635 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2063","204.131053","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=605095 Win=65535 Len=0"
"2064","204.131175","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=605095 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2065","204.131177","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=606555 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2066","204.131209","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=608015 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2067","204.131457","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=609475 Win=65535 Len=0"
"2068","204.131724","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=609475 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2069","204.131887","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=610935 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2070","204.131905","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=610935 Win=65535 Len=0"
"2071","204.132021","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=971 Ack=612395 Win=65535 Len=0"
"2072","204.171336","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=612395 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2073","204.171348","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=613855 Ack=971 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
